outcome,event_share,consequence_share,gini,n_numeric,total_reported
Deaths,0.6088888888888889,0.0,0.8892267706302794,225,1026.0
Deaths,0.6133333333333333,0.0,0.8892267706302794,225,1026.0
Deaths,0.6177777777777778,0.0,0.8892267706302794,225,1026.0
Deaths,0.6222222222222222,0.0,0.8892267706302794,225,1026.0
Deaths,0.6266666666666667,0.0,0.8892267706302794,225,1026.0
Deaths,0.6311111111111111,0.0009746588693957114,0.8892267706302794,225,1026.0
Deaths,0.6355555555555555,0.001949317738791423,0.8892267706302794,225,1026.0
Deaths,0.64,0.0029239766081871343,0.8892267706302794,225,1026.0
Deaths,0.6444444444444445,0.003898635477582846,0.8892267706302794,225,1026.0
Deaths,0.6488888888888888,0.004873294346978557,0.8892267706302794,225,1026.0
Deaths,0.6533333333333333,0.005847953216374269,0.8892267706302794,225,1026.0
Deaths,0.6577777777777778,0.00682261208576998,0.8892267706302794,225,1026.0
Deaths,0.6622222222222223,0.007797270955165692,0.8892267706302794,225,1026.0
Deaths,0.6666666666666666,0.008771929824561403,0.8892267706302794,225,1026.0
Deaths,0.6711111111111111,0.009746588693957114,0.8892267706302794,225,1026.0
Deaths,0.6755555555555556,0.010721247563352826,0.8892267706302794,225,1026.0
Deaths,0.68,0.011695906432748537,0.8892267706302794,225,1026.0
Deaths,0.6844444444444444,0.012670565302144249,0.8892267706302794,225,1026.0
Deaths,0.6888888888888889,0.01364522417153996,0.8892267706302794,225,1026.0
Deaths,0.6933333333333334,0.014619883040935672,0.8892267706302794,225,1026.0
Deaths,0.6977777777777778,0.015594541910331383,0.8892267706302794,225,1026.0
Deaths,0.7022222222222222,0.016569200779727095,0.8892267706302794,225,1026.0
Deaths,0.7066666666666667,0.017543859649122806,0.8892267706302794,225,1026.0
Deaths,0.7111111111111111,0.018518518518518517,0.8892267706302794,225,1026.0
Deaths,0.7155555555555555,0.01949317738791423,0.8892267706302794,225,1026.0
Deaths,0.72,0.02046783625730994,0.8892267706302794,225,1026.0
Deaths,0.7244444444444444,0.021442495126705652,0.8892267706302794,225,1026.0
Deaths,0.7288888888888889,0.022417153996101363,0.8892267706302794,225,1026.0
Deaths,0.7333333333333333,0.023391812865497075,0.8892267706302794,225,1026.0
Deaths,0.7377777777777778,0.024366471734892786,0.8892267706302794,225,1026.0
Deaths,0.7422222222222222,0.02631578947368421,0.8892267706302794,225,1026.0
Deaths,0.7466666666666667,0.028265107212475632,0.8892267706302794,225,1026.0
Deaths,0.7511111111111111,0.030214424951267055,0.8892267706302794,225,1026.0
Deaths,0.7555555555555555,0.03216374269005848,0.8892267706302794,225,1026.0
