heatwave_score_0_100
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
24.7043111029285
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
61.95308965197672
0.0
40.931520242294965
11.28927854898265
0.0
0.0
0.0
1.808312232034055
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.194971116922829
0.0
100.0
0.0
0.0
0.0
0.0
0.0
26.049385644439127
0.0
0.89314799406079
0.0
0.0
0.0
13.971588134765652
0.0
0.0
22.104979812457373
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
27.707841495215103
0.0
0.0
0.0
0.0
0.0
0.0
53.02273651621668
0.0
34.54470825195308
5.496568131314206
0.0
0.0
100.0
0.0
0.0
1.446954887604761
68.86471557617185
100.0
0.0
0.0
0.0
0.0
0.0
21.887145996093977
0.0
0.0
0.0
2.660509745280564
10.580869271935711
0.0
0.0
0.0
0.0
0.0
0.0
39.85659629420354
0.0
0.0
41.687778861457616
55.78674316406243
68.75789073013706
0.0
0.0
22.80194418770904
0.0
0.0
0.0
9.144787428514007
11.654214939150762
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.2926330566408524
0.0
0.0
0.0
3.466430664062728
66.80026245117183
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.704781809161062
0.0
0.0
0.0
0.0
47.403488159179616
0.0
0.0
0.0
0.0
0.0
0.0
1.6036376953127274
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
9.241134643554645
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
7.443405151367202
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
47.73657226562591
9.768569946289103
0.0
54.02096557617256
100.0
3.71951293945358
0.0
48.98016357421881
33.42176818847648
0.0
0.0
0.0
0.0
0.0
3.0022583007814774
38.05203247070381
38.05203247070381
37.540466308594205
0.0
