term,log_rate_ratio,std_error,rate_ratio,ci_low,ci_high,p_value,effect_scale,n_observations
Intercept,16.872113152139583,4.496133130868651,21255221.74106527,3164.3160574600747,142774755447.30832,0.0001750217944442514,intercept,66
heatwave_score_per_10,0.03890647959996218,0.07583713352169909,1.0396732484453879,0.8960721881663973,1.2062872587808318,0.6079325954741516,per 10 heat-score points,66
log_population,0.28473953245254835,0.1388277325753432,1.3294157133711493,1.0127173631422801,1.7451524021217177,0.04026424408232782,per natural-log unit,66
log_built_volume,-1.256608842485236,0.2888773404979297,0.2846175748320158,0.161571351350023,0.501370838495785,1.3615384180092525e-05,per natural-log unit,66
event_year_10y,1.0187334098686072,1.402047073217598,2.7696844863546004,0.17741230408683323,43.23912139824729,0.46746840309497917,per decade,66
