event_id,stratum_id,date,case,case_label,tmax_anomaly_c,heatwave_indicator
HRF-0044,HRF-0044,2012-03-10,0.0,Matched control day,-4.756875610351564,0.0
HRF-0044,HRF-0044,2012-03-17,0.0,Matched control day,-1.6590515136718764,0.0
HRF-0044,HRF-0044,2012-03-24,0.0,Matched control day,-1.557046508789064,0.0
HRF-0044,HRF-0044,2012-03-31,0.0,Matched control day,1.2397827148437486,0.0
HRF-0045,HRF-0045,2012-04-02,1.0,Event day,-17.536331176757812,0.0
HRF-0045,HRF-0045,2012-04-09,0.0,Matched control day,-13.81756591796875,0.0
HRF-0045,HRF-0045,2012-04-16,0.0,Matched control day,-3.0346221923828125,0.0
HRF-0045,HRF-0045,2012-04-23,0.0,Matched control day,0.1272430419921875,0.0
HRF-0045,HRF-0045,2012-04-30,0.0,Matched control day,-4.610992431640625,0.0
HRF-0046,HRF-0046,2012-04-28,1.0,Event day,-1.7579788208007798,0.0
HRF-0046,HRF-0046,2012-04-07,0.0,Matched control day,-3.083937072753905,0.0
HRF-0046,HRF-0046,2012-04-14,0.0,Matched control day,-7.37541046142578,0.0
HRF-0046,HRF-0046,2012-04-21,0.0,Matched control day,-7.22099151611328,0.0
HRF-0047,HRF-0047,2012-05-14,1.0,Event day,-7.714263916015625,0.0
HRF-0047,HRF-0047,2012-05-07,0.0,Matched control day,-8.485260009765625,0.0
HRF-0047,HRF-0047,2012-05-21,0.0,Matched control day,-7.5673980712890625,0.0
HRF-0047,HRF-0047,2012-05-28,0.0,Matched control day,0.6056976318359375,0.0
HRF-0049,HRF-0049,2012-09-06,1.0,Event day,-1.0372131347656293,0.0
HRF-0049,HRF-0049,2012-09-13,0.0,Matched control day,-2.9430511474609418,0.0
HRF-0049,HRF-0049,2012-09-20,0.0,Matched control day,-4.876202392578129,0.0
HRF-0049,HRF-0049,2012-09-27,0.0,Matched control day,-0.0113037109375042,0.0
HRF-0048,HRF-0048,2012-07-17,1.0,Event day,-2.5898071289062514,0.0
HRF-0048,HRF-0048,2012-07-03,0.0,Matched control day,-2.9421325683593764,0.0
HRF-0048,HRF-0048,2012-07-10,0.0,Matched control day,0.4350646972656236,0.0
HRF-0048,HRF-0048,2012-07-24,0.0,Matched control day,0.7302612304687486,0.0
HRF-0048,HRF-0048,2012-07-31,0.0,Matched control day,0.1493286132812485,0.0
HRF-0050,HRF-0050,2012-10-06,1.0,Event day,0.5355804443359347,0.0
HRF-0050,HRF-0050,2012-10-13,0.0,Matched control day,-3.012316894531253,0.0
HRF-0050,HRF-0050,2012-10-20,0.0,Matched control day,-2.5564605712890653,0.0
HRF-0050,HRF-0050,2012-10-27,0.0,Matched control day,-3.3130218505859403,0.0
HRF-0051,HRF-0051,2012-11-18,1.0,Event day,-4.492895507812499,0.0
HRF-0051,HRF-0051,2012-11-04,0.0,Matched control day,-0.6881011962890611,0.0
HRF-0051,HRF-0051,2012-11-11,0.0,Matched control day,-1.5910400390624986,0.0
HRF-0051,HRF-0051,2012-11-25,0.0,Matched control day,-3.8308471679687486,0.0
HRF-0052,HRF-0052,2013-01-25,1.0,Event day,-13.472911071777345,0.0
HRF-0052,HRF-0052,2013-01-04,0.0,Matched control day,-1.7330276489257816,0.0
HRF-0052,HRF-0052,2013-01-11,0.0,Matched control day,-13.649928283691407,0.0
HRF-0052,HRF-0052,2013-01-18,0.0,Matched control day,-11.914546203613282,0.0
HRF-0053,HRF-0053,2013-01-31,1.0,Event day,1.2261337280273423,0.0
HRF-0053,HRF-0053,2013-01-03,0.0,Matched control day,-3.315797424316408,0.0
HRF-0053,HRF-0053,2013-01-10,0.0,Matched control day,0.4722427368164048,0.0
HRF-0053,HRF-0053,2013-01-17,0.0,Matched control day,-3.47438201904297,0.0
HRF-0053,HRF-0053,2013-01-24,0.0,Matched control day,-3.9405838012695327,0.0
HRF-0055,HRF-0055,2013-04-22,1.0,Event day,-4.73332061767578,0.0
HRF-0055,HRF-0055,2013-04-01,0.0,Matched control day,-6.519041442871092,0.0
HRF-0055,HRF-0055,2013-04-08,0.0,Matched control day,-11.410475158691405,0.0
HRF-0055,HRF-0055,2013-04-15,0.0,Matched control day,-1.7112411499023423,0.0
HRF-0055,HRF-0055,2013-04-29,0.0,Matched control day,-8.808012390136717,0.0
HRF-0054,HRF-0054,2013-04-03,1.0,Event day,-2.8820434570312514,0.0
HRF-0054,HRF-0054,2013-04-10,0.0,Matched control day,-8.097421264648439,0.0
HRF-0054,HRF-0054,2013-04-17,0.0,Matched control day,-13.841455078125,0.0
HRF-0054,HRF-0054,2013-04-24,0.0,Matched control day,-11.924874877929687,0.0
HRF-0056,HRF-0056,2013-11-04,1.0,Event day,-1.4142608642578125,0.0
HRF-0056,HRF-0056,2013-11-11,0.0,Matched control day,-2.276123046875,0.0
HRF-0056,HRF-0056,2013-11-18,0.0,Matched control day,-1.688873291015625,0.0
HRF-0056,HRF-0056,2013-11-25,0.0,Matched control day,-2.30865478515625,0.0
HRF-0058,HRF-0058,2013-12-15,1.0,Event day,-11.47936401367188,0.0
HRF-0058,HRF-0058,2013-12-01,0.0,Matched control day,-3.8066192626953175,0.0
HRF-0058,HRF-0058,2013-12-08,0.0,Matched control day,-1.192590332031255,0.0
HRF-0058,HRF-0058,2013-12-22,0.0,Matched control day,-10.362405395507816,0.0
HRF-0058,HRF-0058,2013-12-29,0.0,Matched control day,-10.31951293945313,0.0
HRF-0059,HRF-0059,2014-01-05,1.0,Event day,-9.584266662597656,0.0
HRF-0059,HRF-0059,2014-01-12,0.0,Matched control day,1.9845504760742188,0.0
HRF-0059,HRF-0059,2014-01-19,0.0,Matched control day,-8.371101379394531,0.0
HRF-0059,HRF-0059,2014-01-26,0.0,Matched control day,-16.03668975830078,0.0
HRF-0057,HRF-0057,2013-11-12,1.0,Event day,-0.9020965576171882,0.0
HRF-0057,HRF-0057,2013-11-05,0.0,Matched control day,-1.7143676757812507,0.0
HRF-0057,HRF-0057,2013-11-19,0.0,Matched control day,-2.0161865234375007,0.0
HRF-0057,HRF-0057,2013-11-26,0.0,Matched control day,-2.289669799804688,0.0
HRF-0061,HRF-0061,2014-03-15,1.0,Event day,-3.7871215820312494,0.0
HRF-0061,HRF-0061,2014-03-01,0.0,Matched control day,-14.02259521484375,0.0
HRF-0061,HRF-0061,2014-03-08,0.0,Matched control day,-5.824124145507813,0.0
HRF-0061,HRF-0061,2014-03-22,0.0,Matched control day,-0.2835662841796882,0.0
HRF-0061,HRF-0061,2014-03-29,0.0,Matched control day,-4.717495727539063,0.0
HRF-0060,HRF-0060,2014-03-14,1.0,Event day,-9.883885192871094,0.0
HRF-0060,HRF-0060,2014-03-07,0.0,Matched control day,-13.377980041503909,0.0
HRF-0060,HRF-0060,2014-03-21,0.0,Matched control day,-6.076283264160157,0.0
HRF-0060,HRF-0060,2014-03-28,0.0,Matched control day,-0.993977355957032,0.0
HRF-0062,HRF-0062,2014-07-18,1.0,Event day,-1.0779144287109368,0.0
