latitude,longitude,api_version,api_name,sources,time_standard,fill_value,request_start,request_end,accessed_utc,request_url
48.854,2.389,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20240428,2026-08-31T11:26:13.208873+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=2.389&latitude=48.854&start=19910101&end=20240428&format=JSON
-37.8189,145.1246,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20240528,2026-08-31T11:26:16.671942+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=145.1246&latitude=-37.8189&start=19910101&end=20240528&format=JSON
-6.2088,106.8456,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20251230,2026-08-31T11:26:38.148623+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=106.8456&latitude=-6.2088&start=19910101&end=20251230&format=JSON
40.73583,31.60611,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20250128,2026-08-31T11:26:41.474808+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=31.60611&latitude=40.73583&start=19910101&end=20250128&format=JSON
14.5995,120.9842,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20250129,2026-08-31T11:26:44.935547+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=120.9842&latitude=14.5995&start=19910101&end=20250129&format=JSON
-34.6037,-58.3816,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20250225,2026-08-31T11:26:48.370136+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-58.3816&latitude=-34.6037&start=19910101&end=20250225&format=JSON
24.1477,120.6736,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20250227,2026-08-31T11:27:10.010974+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=120.6736&latitude=24.1477&start=19910101&end=20250227&format=JSON
43.6532,-79.3832,v2.9.7,POWER Daily API,GEOSIT;MERRA2;POWER,LST,-999.0,19910101,20260826,2026-08-31T11:27:13.439387+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-79.3832&latitude=43.6532&start=19910101&end=20260826&format=JSON
49.2488,-122.9805,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20250327,2026-08-31T11:27:17.008956+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-122.9805&latitude=49.2488&start=19910101&end=20250327&format=JSON
49.4521,11.0767,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20250328,2026-08-31T11:27:20.254790+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=11.0767&latitude=49.4521&start=19910101&end=20250328&format=JSON
51.5074,-0.1278,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260628,2026-08-31T11:27:41.485788+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-0.1278&latitude=51.5074&start=19910101&end=20260628&format=JSON
43.7315,-79.7624,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20250531,2026-08-31T11:27:44.875160+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-79.7624&latitude=43.7315&start=19910101&end=20250531&format=JSON
51.4545,-2.5879,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20250527,2026-08-31T11:27:48.298356+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-2.5879&latitude=51.4545&start=19910101&end=20250527&format=JSON
-36.8485,174.7633,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260529,2026-08-31T11:27:51.788274+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=174.7633&latitude=-36.8485&start=19910101&end=20260529&format=JSON
49.2583,4.0317,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20250627,2026-08-31T11:28:09.311966+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=4.0317&latitude=49.2583&start=19910101&end=20250627&format=JSON
30.0626,31.2461,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20250728,2026-08-31T11:28:12.966849+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=31.2461&latitude=30.0626&start=19910101&end=20250728&format=JSON
-33.4489,-70.6693,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20250731,2026-08-31T11:28:16.467718+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-70.6693&latitude=-33.4489&start=19910101&end=20250731&format=JSON
39.9334,32.8597,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20250726,2026-08-31T11:28:19.746823+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=32.8597&latitude=39.9334&start=19910101&end=20250726&format=JSON
37.5665,126.978,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260224,2026-08-31T11:28:41.171499+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=126.978&latitude=37.5665&start=19910101&end=20260224&format=JSON
19.076,72.8777,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260223,2026-08-31T11:28:44.643303+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=72.8777&latitude=19.076&start=19910101&end=20260223&format=JSON
6.4494,3.397,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20250930,2026-08-31T11:28:48.134807+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=3.397&latitude=6.4494&start=19910101&end=20250930&format=JSON
47.39484,0.70398,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20251031,2026-08-31T11:28:51.427572+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=0.70398&latitude=47.39484&start=19910101&end=20251031&format=JSON
35.0456,-85.3097,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20251025,2026-08-31T11:29:13.045007+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-85.3097&latitude=35.0456&start=19910101&end=20251025&format=JSON
55.8708,12.8302,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20251027,2026-08-31T11:29:16.542420+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=12.8302&latitude=55.8708&start=19910101&end=20251027&format=JSON
22.28299,114.15846,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20251025,2026-08-31T11:29:20.045793+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=114.15846&latitude=22.28299&start=19910101&end=20251025&format=JSON
26.0112,-80.1495,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20251028,2026-08-31T11:29:23.760702+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-80.1495&latitude=26.0112&start=19910101&end=20251028&format=JSON
44.53842,18.66709,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20251125,2026-08-31T11:29:41.153537+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=18.66709&latitude=44.53842&start=19910101&end=20251125&format=JSON
-23.5505,-46.6333,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20251125,2026-08-31T11:29:44.620190+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-46.6333&latitude=-23.5505&start=19910101&end=20251125&format=JSON
45.7997,15.9614,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20251124,2026-08-31T11:29:48.021229+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=15.9614&latitude=45.7997&start=19910101&end=20251124&format=JSON
22.44695,114.17545,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20251126,2026-08-31T11:29:51.299046+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=114.17545&latitude=22.44695&start=19910101&end=20251126&format=JSON
43.7045,-79.349,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20251127,2026-08-31T11:30:08.418390+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-79.349&latitude=43.7045&start=19910101&end=20251127&format=JSON
23.3541,116.682,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20251230,2026-08-31T11:30:11.332131+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=116.682&latitude=23.3541&start=19910101&end=20251230&format=JSON
3.139,101.6869,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20251231,2026-08-31T11:30:14.598689+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=101.6869&latitude=3.139&start=19910101&end=20251231&format=JSON
49.8951,-97.1384,v2.9.7,POWER Daily API,GEOSIT;MERRA2;POWER,LST,-999.0,19910101,20260830,2026-08-31T11:30:17.803853+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-97.1384&latitude=49.8951&start=19910101&end=20260830&format=JSON
48.1351,11.582,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260130,2026-08-31T11:30:38.735772+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=11.582&latitude=48.1351&start=19910101&end=20260130&format=JSON
4.711,-74.0721,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260131,2026-08-31T11:30:41.611646+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-74.0721&latitude=4.711&start=19910101&end=20260131&format=JSON
24.8607,67.0011,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260131,2026-08-31T11:30:44.701481+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=67.0011&latitude=24.8607&start=19910101&end=20260131&format=JSON
40.7128,-74.006,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260731,2026-08-31T11:30:47.791429+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-74.006&latitude=40.7128&start=19910101&end=20260731&format=JSON
12.2388,109.1967,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260226,2026-08-31T11:31:08.953877+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=109.1967&latitude=12.2388&start=19910101&end=20260226&format=JSON
26.22787,50.58565,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260228,2026-08-31T11:31:12.010215+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=50.58565&latitude=26.22787&start=19910101&end=20260228&format=JSON
43.0481,-76.1474,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260228,2026-08-31T11:31:15.202993+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-76.1474&latitude=43.0481&start=19910101&end=20260228&format=JSON
29.367,47.97429,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260329,2026-08-31T11:31:18.251592+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=47.97429&latitude=29.367&start=19910101&end=20260329&format=JSON
45.4215,-75.6972,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260328,2026-08-31T11:31:39.399631+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-75.6972&latitude=45.4215&start=19910101&end=20260328&format=JSON
40.7534,-73.9797,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260331,2026-08-31T11:31:42.299038+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-73.9797&latitude=40.7534&start=19910101&end=20260331&format=JSON
28.6139,77.209,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260531,2026-08-31T11:31:45.545169+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=77.209&latitude=28.6139&start=19910101&end=20260531&format=JSON
37.8706,112.5489,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260328,2026-08-31T11:31:48.562353+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=112.5489&latitude=37.8706&start=19910101&end=20260328&format=JSON
40.4412,-79.88199,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260330,2026-08-31T11:32:09.618262+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-79.88199&latitude=40.4412&start=19910101&end=20260330&format=JSON
48.7758,9.1829,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260424,2026-08-31T11:32:12.626820+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=9.1829&latitude=48.7758&start=19910101&end=20260424&format=JSON
51.5413,9.9158,v2.9.7,POWER Daily API,GEOSIT;MERRA2;POWER,LST,-999.0,19910101,20260831,2026-08-31T11:32:15.761952+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=9.9158&latitude=51.5413&start=19910101&end=20260831&format=JSON
37.3449,126.9683,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260430,2026-08-31T11:32:19.032151+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=126.9683&latitude=37.3449&start=19910101&end=20260430&format=JSON
51.0447,-114.0719,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260529,2026-08-31T11:32:40.177661+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-114.0719&latitude=51.0447&start=19910101&end=20260529&format=JSON
21.3867,-158.0092,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260629,2026-08-31T11:32:43.204027+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-158.0092&latitude=21.3867&start=19910101&end=20260629&format=JSON
14.676,121.0437,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260625,2026-08-31T11:32:46.321755+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=121.0437&latitude=14.676&start=19910101&end=20260625&format=JSON
41.8781,-87.6298,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260626,2026-08-31T11:32:49.393063+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-87.6298&latitude=41.8781&start=19910101&end=20260626&format=JSON
51.2194,4.4025,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260729,2026-08-31T11:33:10.284245+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=4.4025&latitude=51.2194&start=19910101&end=20260729&format=JSON
50.8503,4.3517,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260728,2026-08-31T11:33:13.189171+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=4.3517&latitude=50.8503&start=19910101&end=20260728&format=JSON
-17.8252,31.0335,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260730,2026-08-31T11:33:16.501403+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=31.0335&latitude=-17.8252&start=19910101&end=20260730&format=JSON
42.3601,-71.0589,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260731,2026-08-31T11:33:19.813632+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-71.0589&latitude=42.3601&start=19910101&end=20260731&format=JSON
-33.9249,18.4241,v2.9.7,POWER Daily API,MERRA2;POWER,LST,-999.0,19910101,20260730,2026-08-31T11:33:40.936628+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=18.4241&latitude=-33.9249&start=19910101&end=20260730&format=JSON
52.52,13.405,v2.9.7,POWER Daily API,GEOSIT;MERRA2;POWER,LST,-999.0,19910101,20260828,2026-08-31T11:33:44.048405+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=13.405&latitude=52.52&start=19910101&end=20260828&format=JSON
38.8816,-77.091,v2.9.7,POWER Daily API,GEOSIT;MERRA2;POWER,LST,-999.0,19910101,20260830,2026-08-31T11:33:47.069659+00:00,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX%2CT2MDEW%2CPRECTOTCORR%2CWS10M&community=SB&longitude=-77.091&latitude=38.8816&start=19910101&end=20260830&format=JSON
