event_id,stratum_id,date,case,latitude,longitude,tmax_c,dewpoint_c,precipitation_mm,wind_speed_ms,tmax_lag1_c,tmax_lag2_c,tmax_lag3_c,tmax_p85_c,tmax_p90_c,tmax_p95_c,tmax_anomaly_c,heatwave_indicator,hw_p85_3d,hw_p90_2d,hw_p90_3d,hw_p90_4d,hw_p95_3d,hw_p90_3d_no_floor,weather_status,weather_source,power_api_version,power_time_standard,power_provisional
HRF-0072,HRF-0072,2015-10-08,0,25.3342,55.41221,37.22,18.84,0.0,2.94,38.59,38.09,37.72,36.796499999999995,37.101,37.7155,0.11899999999999977,1.0,1.0,1.0,1.0,1.0,0.0,1.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0072,HRF-0072,2015-10-15,0,25.3342,55.41221,35.8,20.86,0.04,4.76,36.55,36.05,36.66,36.796499999999995,37.101,37.7155,-1.301000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0072,HRF-0072,2015-10-22,0,25.3342,55.41221,35.97,17.61,0.01,3.47,36.03,33.5,34.62,36.796499999999995,37.101,37.7155,-1.1310000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0072,HRF-0072,2015-10-29,0,25.3342,55.41221,33.99,16.43,0.0,4.56,34.79,34.88,35.2,36.796499999999995,37.101,37.7155,-3.110999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0084,HRF-0084,2016-12-01,1,25.3342,55.41221,28.29,17.34,0.0,3.21,28.06,27.88,27.3,28.122999999999998,28.563,29.3065,-0.2729999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0084,HRF-0084,2016-12-08,0,25.3342,55.41221,27.09,19.55,0.0,4.65,28.23,30.73,31.99,28.122999999999998,28.563,29.3065,-1.472999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0084,HRF-0084,2016-12-15,0,25.3342,55.41221,26.21,13.33,0.0,2.35,24.58,25.29,23.7,28.122999999999998,28.563,29.3065,-2.352999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0084,HRF-0084,2016-12-22,0,25.3342,55.41221,26.59,16.62,0.0,2.76,26.16,26.13,25.01,28.122999999999998,28.563,29.3065,-1.972999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0084,HRF-0084,2016-12-29,0,25.3342,55.41221,27.09,18.43,0.01,2.53,27.55,28.33,29.38,28.122999999999998,28.563,29.3065,-1.472999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0118,HRF-0118,2020-05-05,1,25.3342,55.41221,34.16,17.19,0.87,3.22,33.83,35.97,35.32,38.85,39.472,40.400999999999996,-5.312000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0118,HRF-0118,2020-05-12,0,25.3342,55.41221,33.37,19.26,0.0,9.03,35.99,36.65,34.86,38.85,39.472,40.400999999999996,-6.102000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0118,HRF-0118,2020-05-19,0,25.3342,55.41221,38.08,17.17,0.0,2.72,37.34,37.67,38.2,38.85,39.472,40.400999999999996,-1.392000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0118,HRF-0118,2020-05-26,0,25.3342,55.41221,37.07,19.31,0.09,2.8,38.34,39.52,37.85,38.85,39.472,40.400999999999996,-2.402000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0036,HRF-0036,2010-10-01,1,35.10168,129.03004,22.19,14.28,0.0,3.96,22.29,20.53,21.11,22.8965,23.401,24.17,-1.2109999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0036,HRF-0036,2010-10-08,0,35.10168,129.03004,20.61,16.0,4.78,3.55,21.82,21.22,19.55,22.8965,23.401,24.17,-2.7910000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0036,HRF-0036,2010-10-15,0,35.10168,129.03004,18.18,8.94,0.0,5.44,20.39,22.4,22.73,22.8965,23.401,24.17,-5.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0036,HRF-0036,2010-10-22,0,35.10168,129.03004,19.74,13.09,0.0,7.07,21.05,20.32,21.32,22.8965,23.401,24.17,-3.6610000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0036,HRF-0036,2010-10-29,0,35.10168,129.03004,16.86,7.8,0.0,7.94,15.21,13.71,10.33,22.8965,23.401,24.17,-6.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0037,HRF-0037,2010-10-14,1,47.31344,5.01391,13.08,4.07,0.04,3.73,13.77,15.75,15.17,19.62,20.411,21.3555,-7.331000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0037,HRF-0037,2010-10-07,0,47.31344,5.01391,20.68,11.72,0.14,3.24,20.73,17.75,20.02,19.62,20.411,21.3555,0.26899999999999835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0037,HRF-0037,2010-10-21,0,47.31344,5.01391,8.8,-1.5,0.02,1.19,8.17,9.28,10.46,19.62,20.411,21.3555,-11.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0037,HRF-0037,2010-10-28,0,47.31344,5.01391,12.75,1.23,0.11,2.19,11.16,10.2,8.0,19.62,20.411,21.3555,-7.661000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0038,HRF-0038,2010-11-14,1,47.322,5.009,17.09,9.18,9.8,6.94,15.19,14.2,10.65,12.953,14.052000000000001,15.192499999999997,3.0379999999999985,0.0,0.0,0.0,0.0,0.0,0.0,1.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0038,HRF-0038,2010-11-07,0,47.322,5.009,10.16,5.17,9.45,3.82,13.28,14.65,17.2,12.953,14.052000000000001,15.192499999999997,-3.8920000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0038,HRF-0038,2010-11-21,0,47.322,5.009,5.19,2.39,1.42,2.92,8.58,9.33,7.45,12.953,14.052000000000001,15.192499999999997,-8.862000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0038,HRF-0038,2010-11-28,0,47.322,5.009,1.77,-2.22,1.26,2.16,-0.92,0.14,1.13,12.953,14.052000000000001,15.192499999999997,-12.282000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0040,HRF-0040,2011-02-03,1,41.79222,123.43278,-1.95,-12.85,0.01,3.32,-3.42,-2.15,-0.53,4.83,5.72,7.185999999999999,-7.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0040,HRF-0040,2011-02-10,0,41.79222,123.43278,-7.67,-17.88,0.0,3.56,-7.73,-3.05,-1.22,4.83,5.72,7.185999999999999,-13.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0040,HRF-0040,2011-02-17,0,41.79222,123.43278,0.13,-10.04,0.03,4.55,2.23,1.22,-7.73,4.83,5.72,7.185999999999999,-5.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0040,HRF-0040,2011-02-24,0,41.79222,123.43278,0.49,-11.6,1.38,6.09,7.47,7.83,6.18,4.83,5.72,7.185999999999999,-5.2299999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0041,HRF-0041,2011-12-15,1,21.0245,105.84117,19.75,10.47,0.03,3.16,21.64,20.26,18.39,26.139499999999998,27.061,28.000999999999998,-7.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0041,HRF-0041,2011-12-01,0,21.0245,105.84117,19.5,10.98,20.85,4.95,26.12,26.98,27.37,26.139499999999998,27.061,28.000999999999998,-7.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0041,HRF-0041,2011-12-08,0,21.0245,105.84117,18.6,11.21,3.38,3.98,20.28,23.07,23.96,26.139499999999998,27.061,28.000999999999998,-8.460999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0041,HRF-0041,2011-12-22,0,21.0245,105.84117,19.62,9.88,0.0,2.86,22.69,21.32,19.77,26.139499999999998,27.061,28.000999999999998,-7.440999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0041,HRF-0041,2011-12-29,0,21.0245,105.84117,21.21,14.14,0.03,2.05,19.94,19.3,18.2,26.139499999999998,27.061,28.000999999999998,-5.850999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0141,HRF-0141,2023-09-12,1,21.0245,105.84117,31.21,25.52,13.38,1.21,32.45,32.02,31.58,32.17,32.55,33.0005,-1.3399999999999963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0141,HRF-0141,2023-09-05,0,21.0245,105.84117,32.36,24.43,0.2,2.63,29.85,31.03,32.05,32.17,32.55,33.0005,-0.18999999999999773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0141,HRF-0141,2023-09-19,0,21.0245,105.84117,30.95,25.21,1.92,2.28,29.24,30.56,28.84,32.17,32.55,33.0005,-1.5999999999999979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0141,HRF-0141,2023-09-26,0,21.0245,105.84117,28.31,24.99,52.02,4.25,30.06,31.96,32.06,32.17,32.55,33.0005,-4.239999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0042,HRF-0042,2012-01-18,1,3.1412,101.68653,29.7,23.12,6.95,1.21,28.52,28.84,28.26,29.88,30.131,30.5255,-0.43100000000000094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0042,HRF-0042,2012-01-04,0,3.1412,101.68653,29.05,21.99,0.1,2.31,29.21,30.15,29.13,29.88,30.131,30.5255,-1.0809999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0042,HRF-0042,2012-01-11,0,3.1412,101.68653,28.57,22.63,12.76,1.75,26.96,27.25,26.94,29.88,30.131,30.5255,-1.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0042,HRF-0042,2012-01-25,0,3.1412,101.68653,29.7,21.66,19.19,1.54,28.55,25.63,27.14,29.88,30.131,30.5255,-0.43100000000000094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0044,HRF-0044,2012-03-03,1,13.75398,100.50144,38.61,20.67,0.11,4.2,38.92,38.66,37.13,39.6125,39.991,40.611,-1.3810000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0044,HRF-0044,2012-03-10,0,13.75398,100.50144,35.33,22.84,6.69,2.82,38.03,35.66,38.12,39.6125,39.991,40.611,-4.661000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0044,HRF-0044,2012-03-17,0,13.75398,100.50144,36.87,21.95,0.07,3.75,35.32,33.03,34.05,39.6125,39.991,40.611,-3.121000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0044,HRF-0044,2012-03-24,0,13.75398,100.50144,36.62,20.84,2.12,3.29,39.91,39.06,39.04,39.6125,39.991,40.611,-3.371000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0044,HRF-0044,2012-03-31,0,13.75398,100.50144,36.76,21.07,3.78,1.53,38.4,38.98,37.76,39.6125,39.991,40.611,-3.2310000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0047,HRF-0047,2012-05-14,1,50.6927,3.1746,16.76,3.92,1.94,4.44,15.13,14.14,17.2,22.486,23.571,24.8565,-6.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0047,HRF-0047,2012-05-07,0,50.6927,3.1746,16.62,7.2,0.32,2.97,12.82,10.69,16.95,22.486,23.571,24.8565,-6.9510000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0047,HRF-0047,2012-05-21,0,50.6927,3.1746,18.98,10.75,0.37,6.36,18.55,19.9,18.05,22.486,23.571,24.8565,-4.591000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0047,HRF-0047,2012-05-28,0,50.6927,3.1746,25.09,13.33,0.01,2.56,25.24,24.11,24.34,22.486,23.571,24.8565,1.5189999999999984,0.0,0.0,0.0,0.0,0.0,0.0,1.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0048,HRF-0048,2012-07-17,1,41.01384,28.94966,29.56,19.52,0.0,9.29,34.19,33.04,32.15,30.743,31.332,32.391,-1.772000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0048,HRF-0048,2012-07-03,0,41.01384,28.94966,27.82,16.17,0.0,5.78,27.24,26.83,27.58,30.743,31.332,32.391,-3.5120000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0048,HRF-0048,2012-07-10,0,41.01384,28.94966,32.81,18.23,0.0,2.16,30.55,29.17,31.29,30.743,31.332,32.391,1.4780000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0048,HRF-0048,2012-07-24,0,41.01384,28.94966,31.52,22.24,0.0,5.15,30.68,30.6,29.69,30.743,31.332,32.391,0.18799999999999883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0048,HRF-0048,2012-07-31,0,41.01384,28.94966,30.95,19.52,0.06,7.4,32.59,32.12,32.14,30.743,31.332,32.391,-0.38200000000000145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0096,HRF-0096,2018-04-05,1,41.01384,28.94966,20.09,6.7,0.0,1.47,17.48,14.75,14.65,19.66,20.69,22.0915,-0.6000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0096,HRF-0096,2018-04-12,0,41.01384,28.94966,21.41,12.42,0.05,2.42,19.24,18.71,15.66,19.66,20.69,22.0915,0.7199999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0096,HRF-0096,2018-04-19,0,41.01384,28.94966,18.33,9.43,0.0,4.35,16.46,16.88,18.45,19.66,20.69,22.0915,-2.360000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0096,HRF-0096,2018-04-26,0,41.01384,28.94966,24.23,12.26,0.02,2.72,24.55,24.43,22.53,19.66,20.69,22.0915,3.539999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0135,HRF-0135,2022-10-15,1,41.01384,28.94966,18.8,13.52,8.06,10.26,19.14,21.05,19.22,23.512999999999998,24.333,25.7,-5.532999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0135,HRF-0135,2022-10-01,0,41.01384,28.94966,27.6,15.97,0.0,3.13,27.57,27.49,26.81,23.512999999999998,24.333,25.7,3.267000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0135,HRF-0135,2022-10-08,0,41.01384,28.94966,21.02,13.95,3.65,6.98,20.83,20.64,20.14,23.512999999999998,24.333,25.7,-3.312999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0135,HRF-0135,2022-10-22,0,41.01384,28.94966,18.89,6.03,0.0,2.76,16.86,19.05,18.56,23.512999999999998,24.333,25.7,-5.442999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0135,HRF-0135,2022-10-29,0,41.01384,28.94966,18.81,10.86,0.0,6.06,18.91,20.54,21.35,23.512999999999998,24.333,25.7,-5.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0049,HRF-0049,2012-09-06,1,-33.9173,151.0359,22.56,9.5,0.25,4.68,22.96,21.2,19.98,22.4415,23.23,24.632499999999997,-0.6700000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0049,HRF-0049,2012-09-13,0,-33.9173,151.0359,20.6,9.32,3.66,5.3,20.64,18.99,20.88,22.4415,23.23,24.632499999999997,-2.629999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0049,HRF-0049,2012-09-20,0,-33.9173,151.0359,19.97,11.73,0.01,2.51,19.32,19.54,17.21,22.4415,23.23,24.632499999999997,-3.2600000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0049,HRF-0049,2012-09-27,0,-33.9173,151.0359,22.94,13.6,0.11,4.31,19.55,18.22,20.18,22.4415,23.23,24.632499999999997,-0.28999999999999915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0053,HRF-0053,2013-01-31,1,19.438,-99.174,23.32,-0.67,0.03,1.25,23.1,21.06,21.36,21.28,21.73,22.371,1.5899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0053,HRF-0053,2013-01-03,0,19.438,-99.174,17.54,5.86,0.18,1.86,13.09,17.2,19.05,21.28,21.73,22.371,-4.190000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0053,HRF-0053,2013-01-10,0,19.438,-99.174,22.06,2.79,0.0,1.42,18.6,16.17,20.36,21.28,21.73,22.371,0.3299999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0053,HRF-0053,2013-01-17,0,19.438,-99.174,16.17,0.45,0.05,2.1,20.47,22.65,22.81,21.28,21.73,22.371,-5.559999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0053,HRF-0053,2013-01-24,0,19.438,-99.174,19.11,-0.09,0.0,2.17,18.16,17.76,11.81,21.28,21.73,22.371,-2.620000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0054,HRF-0054,2013-04-03,1,43.3169,45.6981,22.31,7.14,0.01,3.13,20.92,19.37,15.91,24.1715,25.252,27.0205,-2.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0054,HRF-0054,2013-04-10,0,43.3169,45.6981,16.67,7.79,0.96,3.14,19.5,33.81,24.96,24.1715,25.252,27.0205,-8.581999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0054,HRF-0054,2013-04-17,0,43.3169,45.6981,10.38,3.51,8.12,8.17,13.73,17.18,19.48,24.1715,25.252,27.0205,-14.871999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0054,HRF-0054,2013-04-24,0,43.3169,45.6981,9.76,2.54,2.44,7.28,15.44,15.59,13.43,24.1715,25.252,27.0205,-15.491999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0056,HRF-0056,2013-11-04,1,6.454,3.392,29.0,24.05,16.61,1.69,29.46,28.86,28.54,30.02,30.19,30.400499999999997,-1.1900000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0056,HRF-0056,2013-11-11,0,6.454,3.392,29.04,24.6,0.02,3.11,28.47,27.75,28.66,30.02,30.19,30.400499999999997,-1.1500000000000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0056,HRF-0056,2013-11-18,0,6.454,3.392,28.28,24.69,0.45,2.58,28.89,28.02,28.37,30.02,30.19,30.400499999999997,-1.9100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0056,HRF-0056,2013-11-25,0,6.454,3.392,27.57,23.93,1.48,3.25,27.47,28.13,28.29,30.02,30.19,30.400499999999997,-2.620000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0192,HRF-0192,2025-12-24,1,6.454,3.392,29.65,24.53,0.1,2.76,29.38,30.23,28.61,30.462999999999997,30.6,30.83,-0.9500000000000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0192,HRF-0192,2025-12-03,0,6.454,3.392,28.98,25.24,4.05,3.42,28.82,28.72,30.14,30.462999999999997,30.6,30.83,-1.620000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0192,HRF-0192,2025-12-10,0,6.454,3.392,28.19,24.63,1.81,2.5,29.02,29.26,30.24,30.462999999999997,30.6,30.83,-2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0192,HRF-0192,2025-12-17,0,6.454,3.392,29.66,24.41,2.74,2.68,29.3,29.34,29.16,30.462999999999997,30.6,30.83,-0.9400000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0192,HRF-0192,2025-12-31,0,6.454,3.392,29.7,24.43,0.09,2.5,29.91,29.86,30.16,30.462999999999997,30.6,30.83,-0.9000000000000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0057,HRF-0057,2013-11-12,1,10.498,-66.9017,28.15,20.6,0.33,3.37,28.22,28.15,25.51,29.133,29.511000000000003,30.12,-1.3610000000000042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0057,HRF-0057,2013-11-05,0,10.498,-66.9017,28.04,19.83,1.01,1.68,26.78,24.27,28.1,29.133,29.511000000000003,30.12,-1.4710000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0057,HRF-0057,2013-11-19,0,10.498,-66.9017,29.25,19.51,0.0,1.28,28.53,28.45,28.65,29.133,29.511000000000003,30.12,-0.2610000000000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
HRF-0057,HRF-0057,2013-11-26,0,10.498,-66.9017,26.72,20.8,3.31,3.27,26.26,28.01,27.68,29.133,29.511000000000003,30.12,-2.791000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,NASA_POWER_MERRA2_GEOS_IT,v2.9.7,LST,False
